MAKE,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,clase,CO2EMISSIONS
11,1,1.0,1,3,2,11.2,8.5,10.0,28,0,230
11,8,5.4,8,4,2,18.2,13.3,16.0,18,0,368
11,8,5.4,8,4,3,24.5,18.0,21.6,13,1,346
11,8,1.0,1,4,2,11.8,8.3,10.2,28,0,235
11,8,3.5,6,3,2,14.8,10.7,13.0,22,0,299
11,8,3.5,6,3,2,13.7,9.7,11.9,24,0,274
11,8,3.5,6,3,3,18.3,12.9,15.9,18,1,254
11,8,3.5,6,3,2,14.3,10.3,12.5,23,0,288
11,8,3.5,6,3,3,18.9,13.9,16.7,17,1,267
11,11,3.5,6,4,2,14.5,10.6,12.7,22,0,292
11,11,3.5,6,3,2,14.6,10.6,12.8,22,0,294
11,11,6.2,8,3,2,18.3,12.9,15.9,18,0,366
11,11,3.5,6,4,2,15.9,11.3,13.8,20,0,317
11,11,3.5,6,3,2,15.4,11.0,13.4,21,0,308
11,11,6.2,8,3,2,20.1,14.4,17.5,16,0,402
11,11,3.7,6,4,2,14.0,10.3,12.3,23,0,283
11,11,3.7,6,4,3,18.8,13.7,16.5,17,1,264
11,11,3.7,6,3,2,14.0,10.3,12.3,23,0,283
11,11,3.7,6,3,3,18.8,13.7,16.5,17,1,264
11,11,1.0,8,4,2,16.4,12.3,14.6,19,0,336
11,11,1.0,8,4,3,22.1,16.7,19.7,14,1,315
11,11,1.0,8,3,2,16.4,12.3,14.6,19,0,336
11,11,1.0,8,3,3,22.1,16.7,19.7,14,1,315
11,11,3.7,6,4,2,15.0,11.4,13.4,21,0,308
11,11,3.7,6,4,3,20.2,15.3,18.0,16,1,288
11,11,3.7,6,3,2,15.0,11.4,13.4,21,0,308
11,11,3.7,6,3,3,20.2,15.3,18.0,16,1,288
11,11,1.0,8,4,2,16.8,12.6,14.9,19,0,343
11,11,1.0,8,4,3,22.4,17.0,20.0,14,1,320
11,11,1.0,8,3,2,16.7,12.5,14.8,19,0,340
11,11,1.0,8,3,3,22.4,16.9,19.9,14,1,318
11,11,6.2,8,3,2,20.4,15.0,18.0,16,0,414
11,4,1.6,1,3,2,8.5,6.5,7.6,37,0,175
11,4,1.6,1,12,2,8.6,6.4,7.6,37,0,175
11,4,1.0,1,12,2,7.5,5.5,6.6,43,0,152
11,4,1.6,1,3,2,8.0,5.8,7.0,40,0,161
11,0,1.6,1,1,2,8.9,6.8,8.0,35,0,184
11,8,3.5,6,3,2,13.2,9.4,11.5,25,0,264
11,8,3.5,6,3,2,13.7,10.2,12.1,23,0,278
11,8,3.5,6,3,2,14.8,10.4,12.8,22,0,294
11,0,1.0,1,1,2,10.2,7.4,8.9,32,0,205
11,0,1.0,1,4,2,8.8,6.4,7.7,37,0,177
11,0,1.0,1,4,3,11.7,8.5,10.3,27,1,165
11,0,1.0,1,3,2,8.9,6.4,7.8,36,0,179
11,0,1.0,1,3,3,11.7,8.5,10.3,27,1,165
11,0,1.0,1,12,2,9.1,6.6,8.0,35,0,184
11,0,1.0,1,12,3,11.9,8.9,10.6,27,1,170
11,0,1.0,1,4,2,8.4,5.8,7.2,39,0,166
11,0,1.0,1,4,3,11.6,8.3,10.1,28,1,162
11,2,1.5,1,3,2,10.1,6.6,8.5,33,0,196
11,2,1.6,1,1,2,9.4,6.4,8.1,35,0,186
11,2,1.0,1,3,2,10.5,7.1,9.0,31,0,207
11,2,2.5,1,3,2,10.5,7.0,8.9,32,0,205
11,2,1.5,1,3,2,9.5,6.3,8.1,35,0,186
11,2,1.0,1,3,2,10.9,7.5,9.4,30,0,216
11,2,1.0,1,13,2,5.3,5.7,5.5,51,0,126
11,4,3.7,6,4,2,12.1,7.8,10.2,28,0,235
11,4,3.7,6,1,2,12.7,8.1,10.6,27,0,244
11,4,1.0,8,4,2,13.3,9.3,11.5,25,0,264
11,4,1.0,8,1,2,15.4,9.4,12.7,22,0,292
11,4,5.8,8,1,0,15.9,9.9,13.2,21,0,304
11,4,3.7,6,4,2,12.5,8.2,10.6,27,0,244
11,6,1.0,1,3,2,10.5,7.3,9.1,31,0,209
11,6,3.5,6,3,2,13.7,9.4,11.8,24,0,271
11,6,3.5,6,3,2,12.1,8.1,10.3,27,0,237
11,6,3.5,6,3,3,17.0,11.1,14.3,20,1,229
11,6,3.5,6,3,2,13.0,9.1,11.2,25,0,258
11,6,3.5,6,3,3,18.4,12.5,15.7,18,1,251
11,13,1.6,1,3,2,10.8,8.0,9.5,30,0,218
11,13,2.5,1,3,2,11.3,8.2,9.9,29,0,228
11,13,1.6,1,3,2,11.5,8.3,10.1,28,0,232
11,13,2.5,1,3,2,11.9,8.5,10.4,27,0,239
12,8,3.6,6,4,2,14.3,9.9,12.3,23,0,283
12,8,3.6,6,4,2,14.9,10.4,12.9,22,0,297
12,9,4.3,6,11,2,17.1,12.7,15.1,19,0,347
12,9,5.3,8,11,2,18.0,13.4,15.9,18,0,366
12,9,5.3,8,11,3,23.5,17.7,20.9,14,1,334
12,9,5.3,8,11,2,18.3,14.2,16.5,17,0,380
12,9,5.3,8,11,3,23.7,18.8,21.5,13,1,344
12,9,5.3,8,11,2,18.6,13.9,16.5,17,0,380
12,9,5.3,8,11,3,23.9,18.5,21.5,13,1,344
12,9,5.3,8,11,2,18.3,14.2,16.5,17,0,380
12,9,5.3,8,11,3,25.3,19.3,22.6,12,1,362
12,10,5.3,8,11,2,18.6,13.9,16.5,17,0,380
12,10,5.3,8,11,3,23.9,18.5,21.5,13,1,344
12,10,5.3,8,11,2,18.3,14.2,16.5,17,0,380
12,10,5.3,8,11,3,25.3,19.3,22.6,12,1,362
12,10,4.8,8,4,2,21.1,14.2,18.0,16,0,414
12,10,6.0,8,4,2,21.9,15.0,18.8,15,0,432
12,10,6.0,8,4,3,30.0,20.4,25.7,11,1,411
12,10,4.8,8,4,2,21.3,14.3,18.2,16,0,419
12,10,6.0,8,4,2,22.1,15.0,18.9,15,0,435
12,10,6.0,8,4,3,30.2,20.5,25.8,11,1,413
12,11,4.3,6,4,2,13.4,9.9,11.8,24,0,271
12,11,4.3,6,4,3,18.9,14.2,16.8,17,1,269
12,11,5.3,8,4,2,14.6,10.3,12.7,22,0,292
12,11,5.3,8,4,3,19.5,13.7,16.9,17,1,270
12,11,6.2,8,4,0,16.3,11.4,14.1,20,0,324
12,11,4.3,6,4,2,14.2,10.6,12.6,22,0,290
12,11,4.3,6,4,3,20.0,15.1,17.8,16,1,285
12,11,5.3,8,4,2,14.9,10.6,13.0,22,0,299
12,11,5.3,8,4,3,19.9,14.2,17.3,16,1,277
12,11,6.2,8,4,0,16.4,11.7,14.3,20,0,329
12,1,2.4,1,4,2,10.5,7.3,9.1,31,0,209
12,1,3.6,6,4,2,13.9,9.6,12.0,24,0,276
12,1,3.6,6,4,3,18.8,13.1,16.2,17,1,259
12,1,2.4,1,4,2,11.5,8.2,10.0,28,0,230
12,1,3.6,6,4,2,14.8,9.9,12.6,22,0,290
12,1,3.6,6,4,3,19.8,13.6,17.0,17,1,272
12,8,5.3,8,4,2,16.0,11.1,13.8,20,0,317
12,8,5.3,8,4,3,21.5,14.6,18.4,15,1,294
12,8,5.3,8,4,2,16.0,11.1,13.8,20,0,317
12,8,5.3,8,4,3,21.5,14.6,18.4,15,1,294
12,8,6.2,8,4,0,17.0,11.8,14.7,19,0,338
12,8,6.2,8,4,3,23.3,16.1,20.1,14,1,322
12,8,6.2,8,4,0,18.8,13.4,16.4,17,0,377
12,8,6.2,8,4,3,25.7,17.8,22.1,13,1,354
12,8,5.3,8,4,2,16.0,11.1,13.8,20,0,317
12,8,5.3,8,4,3,21.5,14.6,18.4,15,1,294
12,8,5.3,8,4,2,16.0,11.1,13.8,20,0,317
12,8,5.3,8,4,3,21.5,14.6,18.4,15,1,294
13,2,2.4,1,13,2,9.0,6.6,7.9,36,0,182
13,2,2.4,1,2,2,9.1,6.9,8.1,35,0,186
13,2,2.4,1,1,2,10.1,6.9,8.7,32,0,200
13,2,3.5,6,4,2,11.0,6.8,9.1,31,0,209
13,2,3.5,6,3,2,11.4,7.3,9.6,29,0,221
13,2,3.5,6,1,2,13.0,8.4,10.9,26,0,251
13,2,1.0,1,13,2,4.7,4.9,4.8,59,0,110
13,0,1.8,1,13,2,7.9,6.0,7.0,40,0,161
13,0,1.8,1,2,2,8.1,6.2,7.2,39,0,166
13,0,1.8,1,12,2,8.5,6.6,7.6,37,0,175
13,1,3.5,6,4,2,12.5,8.5,10.7,26,0,246
13,1,2.4,1,14,2,10.3,7.6,9.1,31,0,209
13,1,2.4,1,14,2,10.6,7.9,9.4,30,0,216
13,5,1.5,1,2,2,6.6,6.0,6.3,45,0,145
13,5,1.5,1,1,2,7.6,6.1,6.9,41,0,159
13,7,1.5,1,14,2,8.3,6.5,7.5,38,0,172
13,7,1.5,1,12,2,8.3,6.9,7.7,37,0,177
13,12,3.5,6,4,2,12.3,8.5,10.6,27,0,244
13,1,3.5,6,14,2,13.3,9.3,11.5,25,0,265
13,1,3.5,6,14,2,13.9,9.7,12.0,24,0,276
13,11,3.5,6,14,2,15.2,11.3,13.4,21,0,308
14,0,1.6,1,4,2,8.8,6.3,7.7,37,0,177
14,0,1.6,1,1,2,8.7,6.4,7.7,37,0,177
14,2,1.0,1,4,2,9.8,7.2,8.6,33,0,198
14,2,1.0,1,1,2,9.8,7.0,8.5,33,0,196
14,6,1.0,8,9,0,15.7,10.2,13.2,21,0,304
14,6,3.8,6,9,2,13.0,8.7,11.1,25,0,255
14,1,3.3,6,4,2,13.0,9.1,11.2,25,0,258
14,1,3.3,6,4,2,13.3,9.5,11.6,24,0,267
14,1,2.4,1,4,2,11.6,8.7,10.3,27,0,237
14,1,1.0,1,4,2,12.9,9.7,11.5,25,0,264
14,1,2.4,1,4,2,12.5,9.4,11.1,25,0,255
14,6,1.0,1,4,2,11.4,7.5,9.6,29,0,221
14,6,2.4,1,4,2,9.8,7.0,8.5,33,0,196
14,2,2.4,1,3,2,6.5,5.9,6.2,46,0,143
14,2,2.4,1,3,2,6.6,5.9,6.3,45,0,145
14,1,1.0,1,4,2,10.2,8.2,9.3,30,0,214
14,1,1.0,1,1,2,11.4,8.6,10.1,28,0,232
14,1,2.4,1,4,2,11.3,8.3,10.0,28,0,230
14,1,1.0,1,4,2,11.4,9.3,10.5,27,0,242
14,1,2.4,1,4,2,11.6,9.3,10.6,27,0,244
14,0,1.6,1,15,2,8.6,6.6,7.7,37,0,177
14,0,1.6,1,1,2,9.1,6.7,8.0,35,0,184
14,0,1.6,1,4,2,9.9,7.5,8.8,32,0,202
14,0,1.6,1,1,2,9.7,7.1,8.5,33,0,196
15,2,3.7,6,16,0,12.0,8.0,10.2,28,0,235
15,2,3.7,6,16,0,12.6,8.7,10.8,26,0,248
15,0,3.5,6,16,0,8.2,6.7,7.5,38,0,172
15,0,3.5,6,16,0,8.7,7.5,8.2,34,0,189
15,4,3.7,6,16,0,13.3,9.4,11.5,25,0,265
15,4,3.7,6,16,0,13.6,9.3,11.7,24,0,269
15,4,3.7,6,1,0,14.3,9.8,12.3,23,0,283
15,4,3.7,6,16,0,12.9,8.9,11.1,25,0,255
15,4,3.7,6,1,0,13.5,9.3,11.6,24,0,267
15,2,3.7,6,16,0,12.8,8.9,11.0,26,0,253
15,2,5.6,8,16,0,14.5,9.5,12.3,23,0,283
15,2,3.7,6,16,0,13.2,9.6,11.6,24,0,267
15,2,5.6,8,16,0,15.0,10.2,12.8,22,0,294
15,2,3.5,6,16,0,8.0,7.0,7.6,37,0,175
15,7,3.7,6,16,0,13.6,9.6,11.8,24,0,271
15,1,3.5,6,13,0,11.9,9.0,10.6,27,0,244
15,1,3.5,6,13,0,12.3,9.3,11.0,26,0,253
15,8,2.5,1,13,2,8.8,8.2,8.5,33,0,196
15,1,3.7,6,16,0,14.5,10.7,12.8,22,0,294
15,1,1.0,8,16,0,16.6,11.9,14.5,19,0,334
15,8,5.6,8,16,0,17.4,12.1,15.0,19,0,345
16,5,1.0,6,7,0,11.8,8.4,10.3,27,0,237
16,5,1.0,6,7,0,12.2,8.7,10.6,27,0,244
16,5,1.0,8,7,0,15.0,10.2,12.8,22,0,294
16,2,1.0,1,7,0,12.3,8.2,10.5,27,0,242
16,2,1.0,6,7,0,14.7,9.1,12.2,23,0,281
16,2,1.0,8,7,0,15.7,10.3,13.3,21,0,306
16,2,1.0,8,7,3,21.3,14.1,18.1,16,1,290
16,2,1.0,8,7,0,15.7,10.3,13.3,21,0,306
16,6,1.0,6,7,0,14.6,9.6,12.4,23,0,285
16,6,1.0,8,7,0,15.8,10.2,13.3,21,0,306
16,6,1.0,8,7,3,20.6,13.6,17.5,16,1,280
16,6,1.0,6,7,0,14.7,9.6,12.4,23,0,285
16,6,1.0,8,7,0,15.8,10.2,13.3,21,0,306
16,6,1.0,8,7,3,20.6,13.6,17.5,16,1,280
16,6,1.0,8,7,0,15.8,10.2,13.3,21,0,306
16,6,1.0,8,7,0,15.8,10.2,13.3,21,0,306
16,3,1.0,8,3,0,15.1,10.6,13.1,22,0,301
16,3,1.0,8,3,0,14.8,9.9,12.6,22,0,290
16,3,1.0,8,3,0,15.9,10.9,13.7,21,0,315
16,3,1.0,8,3,0,15.6,10.9,13.5,21,0,310
16,3,1.0,8,3,0,15.9,10.9,13.7,21,0,315
16,3,1.0,8,3,0,15.6,10.9,13.5,21,0,310
17,1,2.4,1,17,2,10.9,7.7,9.5,30,0,218
17,1,3.2,6,17,2,12.3,8.3,10.5,27,0,242
17,1,2.4,1,17,2,11.3,8.3,10.0,28,0,230
17,1,3.2,6,17,2,12.5,8.8,10.8,26,0,248
17,1,2.4,1,17,2,11.4,8.6,10.1,28,0,232
17,1,3.2,6,17,2,12.5,9.1,11.0,26,0,253
17,1,2.4,1,17,2,12.1,9.4,10.9,26,0,251
17,1,3.2,6,17,2,13.4,9.5,11.6,24,0,267
17,1,1.0,1,4,2,11.1,8.3,9.8,29,0,225
17,1,1.0,1,12,2,10.2,7.8,9.1,31,0,209
17,1,2.4,1,4,2,11.1,8.3,9.8,29,0,225
17,1,2.4,1,12,2,10.3,8.3,9.4,30,0,216
17,1,2.4,1,4,2,11.4,8.7,10.2,28,0,235
17,1,2.4,1,12,2,10.3,8.4,9.4,30,0,216
17,1,2.4,1,13,2,11.7,10.3,11.1,25,0,255
17,8,5.7,8,9,2,17.3,11.7,14.8,19,0,340
17,8,1.0,6,9,1,11.2,8.4,9.9,29,0,267
17,8,3.6,6,9,2,13.9,9.8,12.1,23,0,278
17,8,3.6,6,9,3,17.7,13.0,15.6,18,1,250
17,8,6.4,8,9,0,18.5,12.6,15.8,18,0,363
17,1,1.0,1,4,2,11.1,8.3,9.8,29,0,225
17,1,1.0,1,12,2,10.2,7.8,9.1,31,0,209
17,1,2.4,1,4,2,11.1,8.3,9.8,29,0,225
17,1,2.4,1,12,2,10.3,8.3,9.4,30,0,216
17,1,2.4,1,4,2,11.4,8.7,10.2,28,0,235
17,1,2.4,1,12,2,10.3,8.4,9.4,30,0,216
17,1,2.4,1,13,2,11.7,10.3,11.1,25,0,255
17,1,3.6,6,14,2,14.1,11.1,12.8,22,0,294
17,1,3.6,6,1,2,14.2,11.0,12.8,22,0,294
17,1,3.6,6,14,2,14.8,11.7,13.4,21,0,308
17,1,3.6,6,1,2,15.0,11.4,13.4,21,0,308
18,6,3.3,6,4,2,12.7,8.8,10.9,26,0,251
18,2,1.8,1,4,2,9.6,6.6,8.3,34,0,191
18,2,1.8,1,1,2,9.3,6.4,8.0,35,0,184
18,2,1.0,1,4,2,9.8,6.6,8.4,34,0,193
18,2,1.0,1,1,2,9.7,6.8,8.4,34,0,193
18,6,1.6,1,4,2,11.1,8.0,9.7,29,0,223
18,6,1.6,1,1,2,11.1,8.2,9.8,29,0,225
18,6,1.0,1,4,2,9.7,6.8,8.4,34,0,193
18,6,1.0,1,1,2,9.8,7.0,8.5,33,0,196
18,0,1.6,1,4,2,10.6,7.9,9.4,30,0,216
18,0,1.6,1,1,2,10.8,8.1,9.6,29,0,221
18,0,1.0,1,4,2,9.6,7.0,8.4,34,0,193
18,0,1.0,1,1,2,9.8,7.2,8.6,33,0,198
18,2,1.0,1,4,2,11.7,7.6,9.9,29,0,228
18,2,2.4,1,4,2,10.2,6.8,8.7,32,0,200
18,0,1.6,1,4,2,8.7,6.3,7.6,37,0,175
18,0,1.6,1,1,2,8.7,6.4,7.7,37,0,177
18,0,1.6,1,4,2,8.5,6.4,7.6,37,0,175
18,14,1.0,1,4,2,10.5,7.5,9.2,31,0,212
18,14,1.0,1,1,2,10.8,7.4,9.3,30,0,214
18,12,3.5,6,4,2,13.7,9.9,12.0,24,0,276
18,1,2.4,1,4,2,11.8,8.5,10.3,27,0,237
18,1,3.3,6,4,2,12.9,9.5,11.4,25,0,262
18,1,2.4,1,4,2,12.3,9.3,11.0,26,0,253
18,1,3.3,6,4,2,13.4,9.9,11.8,24,0,271
18,7,1.6,1,4,2,9.8,7.9,8.9,32,0,205
18,7,1.6,1,1,2,9.9,7.8,9.0,31,0,207
18,7,1.0,1,4,2,10.1,7.8,9.1,31,0,209
18,7,1.0,1,4,2,9.7,7.8,8.8,32,0,202
18,1,2.4,1,4,2,11.4,8.3,10.0,28,0,230
18,1,2.4,1,1,2,12.9,9.3,11.3,25,0,260
18,1,1.0,1,4,2,12.7,9.7,11.4,25,0,262
18,1,2.4,1,4,2,12.0,9.1,10.7,26,0,246
19,5,6.5,12,8,0,22.8,12.9,18.3,15,0,421
19,5,5.2,10,4,0,18.0,12.8,15.7,18,0,361
19,5,5.2,10,1,0,20.6,13.5,17.4,16,0,400
20,1,1.0,1,3,0,13.5,9.9,11.9,24,0,274
20,8,1.0,6,7,0,16.3,12.4,14.5,19,0,334
20,1,1.0,1,18,0,11.3,7.9,9.8,29,0,225
20,1,1.0,1,18,0,11.3,7.9,9.8,29,0,225
20,8,1.0,8,7,0,18.0,12.2,15.4,18,0,354
20,8,1.0,8,7,0,17.2,12.5,15.1,19,0,347
20,8,1.0,8,7,3,25.0,16.9,21.4,13,1,342
20,8,1.0,6,7,0,14.2,10.2,12.4,23,0,285
20,8,1.0,6,7,0,14.2,10.2,12.4,23,0,285
20,8,1.0,6,7,3,19.4,14.9,17.4,16,1,278
20,8,1.0,8,7,0,17.3,12.2,15.0,19,0,345
20,8,1.0,8,7,0,16.6,12.3,14.7,19,0,338
20,8,1.0,8,7,3,24.0,16.6,20.7,14,1,331
20,8,1.0,6,7,0,14.1,10.1,12.3,23,0,283
20,8,1.0,6,7,0,14.1,10.1,12.3,23,0,283
20,8,1.0,6,7,3,19.4,14.8,17.3,16,1,277
20,8,1.0,8,7,0,18.0,12.2,15.4,18,0,354
20,8,1.0,8,7,0,17.2,12.5,15.1,19,0,347
20,8,1.0,8,7,3,25.0,16.9,21.4,13,1,342
21,0,1.8,1,13,2,5.5,5.8,5.6,50,0,129
21,2,2.5,1,19,2,5.8,6.2,6.0,47,0,138
21,2,3.5,6,3,2,11.3,7.6,9.6,29,0,221
21,2,3.5,6,7,0,12.1,8.3,10.4,27,0,239
21,2,3.5,6,3,0,12.5,9.1,11.0,26,0,253
21,2,3.5,6,6,0,7.7,7.4,7.6,37,0,175
21,8,4.6,8,3,0,15.7,11.8,13.9,20,0,320
21,0,2.5,6,3,0,11.2,7.8,9.7,29,0,223
21,0,2.5,6,3,0,11.8,8.7,10.4,27,0,239
21,4,2.5,6,3,0,11.2,7.8,9.7,29,0,223
21,0,3.5,6,7,0,12.2,8.7,10.6,27,0,244
21,0,3.5,6,3,0,12.5,9.1,11.0,26,0,253
21,4,3.5,6,3,0,12.1,8.7,10.6,27,0,244
21,4,1.0,8,7,0,14.6,10.1,12.6,22,0,290
21,2,4.6,8,7,0,14.5,9.6,12.3,23,0,283
21,2,4.6,8,7,0,15.1,10.3,12.9,22,0,297
21,2,4.6,8,7,0,15.1,10.3,12.9,22,0,297
21,2,1.0,8,6,0,12.0,10.7,11.4,25,0,262
21,8,5.7,8,3,0,18.8,13.6,16.5,17,0,380
21,1,3.5,6,3,2,13.3,9.8,11.7,24,0,269
21,1,3.5,6,7,2,12.7,9.1,11.1,25,0,255
21,1,3.5,6,19,0,7.9,8.6,8.2,34,0,189
22,6,3.5,6,3,2,13.7,9.4,11.8,24,0,271
22,6,3.7,6,3,2,13.1,9.0,11.3,25,0,260
22,8,3.5,6,3,2,14.8,10.4,12.8,22,0,294
22,13,1.0,1,3,2,11.5,8.5,10.2,28,0,235
22,13,3.7,6,4,2,14.0,9.9,12.2,23,0,281
22,1,3.7,6,3,2,13.7,10.4,12.2,23,0,281
22,2,1.0,1,3,2,10.5,7.1,9.0,31,0,207
22,2,3.7,6,3,2,13.1,9.3,11.4,25,0,262
22,2,1.0,1,13,2,6.2,6.4,6.3,45,0,145
22,8,5.4,8,4,2,18.2,13.3,16.0,18,0,368
22,8,5.4,8,4,3,24.5,18.0,21.6,13,1,346
23,2,1.0,6,7,0,15.2,9.6,12.7,22,0,292
23,2,1.0,6,7,0,15.2,9.6,12.7,22,0,292
23,4,4.7,8,3,0,18.2,11.4,15.1,19,0,347
23,4,4.7,8,3,0,18.2,11.7,15.3,18,0,352
23,6,3.8,8,7,0,17.6,10.7,14.5,19,0,334
23,6,1.0,6,7,0,15.9,9.7,13.1,22,0,301
24,1,1.0,1,3,2,8.9,7.3,8.2,34,0,189
24,1,1.0,1,1,2,9.0,6.8,8.0,35,0,184
24,1,2.5,1,3,2,9.6,7.4,8.6,33,0,198
24,1,1.0,1,3,2,9.3,7.6,8.5,33,0,196
24,1,2.5,1,3,2,9.8,7.9,8.9,32,0,205
24,1,3.7,6,3,2,14.2,10.0,12.3,23,0,283
24,1,3.7,6,3,2,14.3,10.6,12.6,22,0,290
24,0,1.5,1,11,2,8.4,6.9,7.7,37,0,177
24,0,1.5,1,12,2,8.0,6.7,7.4,38,0,170
24,0,1.0,1,3,2,7.9,5.7,6.9,41,0,159
24,0,1.0,1,1,2,8.0,5.8,7.0,40,0,161
24,0,2.5,1,3,2,8.4,6.1,7.4,38,0,170
24,0,2.5,1,3,2,8.3,6.1,7.3,39,0,168
24,0,1.0,1,1,2,8.0,5.8,7.0,40,0,161
24,2,1.0,1,3,2,8.0,5.9,7.1,40,0,163
24,2,1.0,1,1,2,8.2,5.9,7.2,39,0,166
24,2,2.5,1,3,2,8.7,6.5,7.7,37,0,177
24,2,2.5,1,3,2,8.2,6.1,7.3,39,0,168
